"specimen_no","record_type","flags","occurrence_no","reid_no","collection_no","specimen_id","is_type","specelt_no","specimen_side","specimen_part","specimen_sex","n_measured","measurement_source","magnification","comments","accepted_name","accepted_rank","accepted_no","max_ma","min_ma","ref_author","ref_pubyr","reference_no","phylum","class","order","family","genus","lng","lat","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments","research_group","authorizer_no","enterer_no","modifier_no","authorizer","enterer","modifier","created","modified"
"18592","spm","","485130","0","48570","ANSP 9995","holotype","","right","fibula","","1","table","","""preserved"" length 23 inches (= 584 mm) according to Cope 1866","Dryptosaurus aquilunguis","species","53032","70.6","66","Christiansen","1999","34423","Chordata","Saurischia","Avetheropoda","NO_FAMILY_SPECIFIED","Dryptosaurus","-75.160278","39.732777","US","New Jersey","Gloucestershire","based on nearby landmark","seconds","small collection","West Jersey Marl Company's Pit, about 2 miles S (also listed as 1.5 mi. E) of Barnsboro (=Barnesboro), Mantua Township, Gloucester Co., NJ","vertebrate","4","4","4","J. Alroy","J. Alroy","J. Alroy","2010-12-06 19:33:38","2010-12-16 16:53:51"
"18593","spm","","485130","0","48570","ANSP 9995","holotype","","right","tibia","","1","table","","length 30.75 inches (= 781 mm) and circumference 10.5 inches (= 267 mm) according to Cope 1866","Dryptosaurus aquilunguis","species","53032","70.6","66","Christiansen","1999","34423","Chordata","Saurischia","Avetheropoda","NO_FAMILY_SPECIFIED","Dryptosaurus","-75.160278","39.732777","US","New Jersey","Gloucestershire","based on nearby landmark","seconds","small collection","West Jersey Marl Company's Pit, about 2 miles S (also listed as 1.5 mi. E) of Barnsboro (=Barnesboro), Mantua Township, Gloucester Co., NJ","vertebrate","4","4","4","J. Alroy","J. Alroy","J. Alroy","2010-12-06 19:33:38","2010-12-16 16:53:57"
"18594","spm","","536124","13789","22648","AMNH 587","","","","fibula","","1","table","","","Tanycolagreus topwilsoni","species","68260","157.3","145","Christiansen","1999","34423","Chordata","Saurischia","Avetheropoda","NO_FAMILY_SPECIFIED","Tanycolagreus","-106.048615","42.017776","US","Wyoming","Albany","unpublished field data","seconds","outcrop","coordinates from K. Carpenter (pers. comm. to M. Carrano). at the head of a draw, near the Medicine Bow River in S-central Wyoming","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-06 19:35:31","2010-12-06 02:35:31"
"18595","spm","","536124","13789","22648","AMNH 587","","","","tibia","","1","table","","","Tanycolagreus topwilsoni","species","68260","157.3","145","Christiansen","1999","34423","Chordata","Saurischia","Avetheropoda","NO_FAMILY_SPECIFIED","Tanycolagreus","-106.048615","42.017776","US","Wyoming","Albany","unpublished field data","seconds","outcrop","coordinates from K. Carpenter (pers. comm. to M. Carrano). at the head of a draw, near the Medicine Bow River in S-central Wyoming","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-06 19:35:31","2010-12-06 02:35:31"
"18596","spm","","536124","13789","22648","AMNH 587","","","","fibula","","1","table","","","Tanycolagreus topwilsoni","species","68260","157.3","145","Christiansen","1999","34423","Chordata","Saurischia","Avetheropoda","NO_FAMILY_SPECIFIED","Tanycolagreus","-106.048615","42.017776","US","Wyoming","Albany","unpublished field data","seconds","outcrop","coordinates from K. Carpenter (pers. comm. to M. Carrano). at the head of a draw, near the Medicine Bow River in S-central Wyoming","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-06 19:35:31","2010-12-06 02:35:31"
"18649","spm","","487166","0","48847","CM 9780 (AMNH 5027)","","","","femur","","1","table","","","Tyrannosaurus rex","species","54833","72.1","66","Christiansen","1999","34423","Chordata","Saurischia","Avetheropoda","Tyrannosauridae","Tyrannosaurus","-106.455559","47.963890","US","Montana","Garfield","based on nearby landmark","seconds","small collection","approximate location of Big Dry Post Office, now beneath Ft. Peck reservoir; E side of Big Dry Creek , 8 miles from Willis Ranch, 25 miles S of Lismas","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-07 20:05:46","2010-12-07 03:05:46"
"18650","spm","","487166","0","48847","CM 9780 (AMNH 5027)","","","","tibia","","1","table","","","Tyrannosaurus rex","species","54833","72.1","66","Christiansen","1999","34423","Chordata","Saurischia","Avetheropoda","Tyrannosauridae","Tyrannosaurus","-106.455559","47.963890","US","Montana","Garfield","based on nearby landmark","seconds","small collection","approximate location of Big Dry Post Office, now beneath Ft. Peck reservoir; E side of Big Dry Creek , 8 miles from Willis Ranch, 25 miles S of Lismas","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-07 20:05:46","2010-12-07 03:05:46"
"18651","spm","","487166","0","48847","CM 9780 (AMNH 5027)","","","","fibula","","1","table","","","Tyrannosaurus rex","species","54833","72.1","66","Christiansen","1999","34423","Chordata","Saurischia","Avetheropoda","Tyrannosauridae","Tyrannosaurus","-106.455559","47.963890","US","Montana","Garfield","based on nearby landmark","seconds","small collection","approximate location of Big Dry Post Office, now beneath Ft. Peck reservoir; E side of Big Dry Creek , 8 miles from Willis Ranch, 25 miles S of Lismas","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-07 20:05:46","2010-12-07 03:05:46"
"18654","spm","","498881","0","47346","AMNH 3041","holotype","","","femur","","1","table","","","Microvenator celer","species","65860","113","100.5","Christiansen","1999","34423","Chordata","Saurischia","Avetheropoda","Caenagnathidae","Microvenator","-109.685501","46.337502","US","Montana","Wheatland","stated in text","4","small collection","SW 1/4, sec 26, T7N, R16E, Wheatland Co., MT. Middle Dome, 12 miles SE of Harlowton","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-07 21:32:46","2010-12-07 04:32:46"
"18655","spm","","498881","0","47346","AMNH 3041","holotype","","","tibia","","1","table","","","Microvenator celer","species","65860","113","100.5","Christiansen","1999","34423","Chordata","Saurischia","Avetheropoda","Caenagnathidae","Microvenator","-109.685501","46.337502","US","Montana","Wheatland","stated in text","4","small collection","SW 1/4, sec 26, T7N, R16E, Wheatland Co., MT. Middle Dome, 12 miles SE of Harlowton","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-07 21:32:46","2010-12-07 04:32:46"
"18666","spm","","486505","0","48725","A.N.S.P. 10005","holotype","","","femur","","1","table","","width is mid-shaft breadth","Hadrosaurus foulkii","species","52812","83.5","70.6","Colbert","1948","9209","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Hadrosaurus","-75.028053","39.909443","US","New Jersey","Camden","estimated from map","seconds","small collection","farm of John E. Hopkins, marl pit, bed of narrow ravine with brook flowing E into S branch of Cooper's Creek","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-08 11:29:31","2010-12-07 18:29:31"
"18667","spm","","255376","12320","24790","A.M.N.H. 5730","holotype","","","femur","","1","table","","width is mid-shaft breadth","Anatotitan copei","species","53383","72.1","66","Colbert","1948","9209","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Anatotitan","-102.497498","45.135834","US","South Dakota","Perkins","based on nearby landmark","seconds","small collection","listed only as Dakota, but emended to ""near Moreau River, Black Hills, SD"" by Brett-Surman (1990); coordinates are for ""Moreau River badlands""; area is N of the Black Hills. Listed as ""north-east of the Black Hills"" in Osborn 1909.","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-08 11:30:21","2010-12-07 18:30:21"
"18672","spm","","260042","0","25149","M.U.O. 8-9-S9","holotype","","","femur","","1","table","","no diameter stated","Acrocanthosaurus atokensis","species","55482","125","113","Stovall and Langston","1950","7059","Chordata","Saurischia","Avetheropoda","Carcharodontosauridae","Acrocanthosaurus","-95.792221","34.180000","US","Oklahoma","Atoka","stated in text","seconds","small collection","3/4 mile east of paratype site (SE part of SW 1/4 of section 26, T4S, R14E, Oklahoma Indian meridian), Atoka County, OK","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-09 13:42:46","2010-12-08 20:42:46"
"18673","spm","","260042","0","25149","M.U.O. 8-9-S9","holotype","","","tibia","","1","table","","width is least antero-posterior diameter (transverse diameter is greater)","Acrocanthosaurus atokensis","species","55482","125","113","Stovall and Langston","1950","7059","Chordata","Saurischia","Avetheropoda","Carcharodontosauridae","Acrocanthosaurus","-95.792221","34.180000","US","Oklahoma","Atoka","stated in text","seconds","small collection","3/4 mile east of paratype site (SE part of SW 1/4 of section 26, T4S, R14E, Oklahoma Indian meridian), Atoka County, OK","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-09 13:42:46","2010-12-08 20:42:46"
"18674","spm","","260042","0","25149","M.U.O. 8-9-S9","holotype","","","fibula","","1","table","","with is ""of shaft and [sic] midlength""","Acrocanthosaurus atokensis","species","55482","125","113","Stovall and Langston","1950","7059","Chordata","Saurischia","Avetheropoda","Carcharodontosauridae","Acrocanthosaurus","-95.792221","34.180000","US","Oklahoma","Atoka","stated in text","seconds","small collection","3/4 mile east of paratype site (SE part of SW 1/4 of section 26, T4S, R14E, Oklahoma Indian meridian), Atoka County, OK","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-09 13:42:46","2010-12-08 20:42:46"
"18690","spm","","474524","0","21852","","","","","femur","","1","table","","based on specimens described by Gilmore (1936)","Apatosaurus louisae","species","57752","150.8","145","Van Valen","1969","34472","Chordata","Saurischia","NO_ORDER_SPECIFIED","Diplodocidae","Apatosaurus","-109.300552","40.441387","US","Utah","Uintah","based on nearby landmark","seconds","outcrop","The ""Carnegie Quarry"" (quarry exhibit wall), E of Vernal, now the main visitor center in Dinosaur National Monument. A sandstone hogback in sec. 26, T4S, R23E, Salt Lake meridian.","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-09 14:01:12","2010-12-08 21:01:12"
"18691","spm","","474524","0","21852","","","","","tibia","","1","table","","based on specimens described by Gilmore (1936)","Apatosaurus louisae","species","57752","150.8","145","Van Valen","1969","34472","Chordata","Saurischia","NO_ORDER_SPECIFIED","Diplodocidae","Apatosaurus","-109.300552","40.441387","US","Utah","Uintah","based on nearby landmark","seconds","outcrop","The ""Carnegie Quarry"" (quarry exhibit wall), E of Vernal, now the main visitor center in Dinosaur National Monument. A sandstone hogback in sec. 26, T4S, R23E, Salt Lake meridian.","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-09 14:01:12","2010-12-08 21:01:12"
"18692","spm","","474524","0","21852","","","","","humerus","","1","table","","based on specimens described by Gilmore (1936)","Apatosaurus louisae","species","57752","150.8","145","Van Valen","1969","34472","Chordata","Saurischia","NO_ORDER_SPECIFIED","Diplodocidae","Apatosaurus","-109.300552","40.441387","US","Utah","Uintah","based on nearby landmark","seconds","outcrop","The ""Carnegie Quarry"" (quarry exhibit wall), E of Vernal, now the main visitor center in Dinosaur National Monument. A sandstone hogback in sec. 26, T4S, R23E, Salt Lake meridian.","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-09 14:01:12","2010-12-08 21:01:12"
"18693","spm","","474524","0","21852","","","","","radius","","1","table","","based on specimens described by Gilmore (1936)","Apatosaurus louisae","species","57752","150.8","145","Van Valen","1969","34472","Chordata","Saurischia","NO_ORDER_SPECIFIED","Diplodocidae","Apatosaurus","-109.300552","40.441387","US","Utah","Uintah","based on nearby landmark","seconds","outcrop","The ""Carnegie Quarry"" (quarry exhibit wall), E of Vernal, now the main visitor center in Dinosaur National Monument. A sandstone hogback in sec. 26, T4S, R23E, Salt Lake meridian.","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-09 14:01:12","2010-12-08 21:01:12"
"18694","spm","","474524","0","21852","","","","","ulna","","1","table","","based on specimens described by Gilmore (1936)","Apatosaurus louisae","species","57752","150.8","145","Van Valen","1969","34472","Chordata","Saurischia","NO_ORDER_SPECIFIED","Diplodocidae","Apatosaurus","-109.300552","40.441387","US","Utah","Uintah","based on nearby landmark","seconds","outcrop","The ""Carnegie Quarry"" (quarry exhibit wall), E of Vernal, now the main visitor center in Dinosaur National Monument. A sandstone hogback in sec. 26, T4S, R23E, Salt Lake meridian.","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-09 14:01:12","2010-12-08 21:01:12"
"18695","spm","","474524","0","21852","","","","","pubis","","1","table","","based on specimens described by Gilmore (1936)","Apatosaurus louisae","species","57752","150.8","145","Van Valen","1969","34472","Chordata","Saurischia","NO_ORDER_SPECIFIED","Diplodocidae","Apatosaurus","-109.300552","40.441387","US","Utah","Uintah","based on nearby landmark","seconds","outcrop","The ""Carnegie Quarry"" (quarry exhibit wall), E of Vernal, now the main visitor center in Dinosaur National Monument. A sandstone hogback in sec. 26, T4S, R23E, Salt Lake meridian.","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-09 14:01:12","2010-12-08 21:01:12"
"18696","spm","","474524","0","21852","","","","","scapula","","1","table","","based on specimens described by Gilmore (1936)","Apatosaurus louisae","species","57752","150.8","145","Van Valen","1969","34472","Chordata","Saurischia","NO_ORDER_SPECIFIED","Diplodocidae","Apatosaurus","-109.300552","40.441387","US","Utah","Uintah","based on nearby landmark","seconds","outcrop","The ""Carnegie Quarry"" (quarry exhibit wall), E of Vernal, now the main visitor center in Dinosaur National Monument. A sandstone hogback in sec. 26, T4S, R23E, Salt Lake meridian.","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-09 14:01:12","2010-12-08 21:01:12"
"18697","spm","","486009","0","48626","USNM 7757","holotype","","","ulna","","1","table","","see also Galton 1974","Thescelosaurus neglectus","species","52897","70.6","66","Gilmore","1915","12059","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Thescelosaurus","-104.570831","43.272221","US","Wyoming","Niobrara","based on nearby landmark","seconds","small collection","","vertebrate","4","4","4","J. Alroy","J. Alroy","J. Alroy","2010-12-09 15:15:25","2010-12-14 20:02:06"
"18698","spm","","486009","0","48626","USNM 7757","holotype","","","radius","","1","table","","see also Galton 1974","Thescelosaurus neglectus","species","52897","70.6","66","Gilmore","1915","12059","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Thescelosaurus","-104.570831","43.272221","US","Wyoming","Niobrara","based on nearby landmark","seconds","small collection","","vertebrate","4","4","4","J. Alroy","J. Alroy","J. Alroy","2010-12-09 15:15:25","2010-12-14 20:02:06"
"18699","spm","","486009","0","48626","USNM 7757","holotype","","","femur","","1","table","","see also Galton 1974; said to be 335 by Horner and Weishampel 1988","Thescelosaurus neglectus","species","52897","70.6","66","Gilmore","1915","12059","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Thescelosaurus","-104.570831","43.272221","US","Wyoming","Niobrara","based on nearby landmark","seconds","small collection","","vertebrate","4","4","4","J. Alroy","J. Alroy","J. Alroy","2010-12-09 15:15:25","2010-12-16 00:21:40"
"18700","spm","","486009","0","48626","USNM 7757","holotype","","","tibia","","1","table","","see also Galton 1974","Thescelosaurus neglectus","species","52897","70.6","66","Gilmore","1915","12059","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Thescelosaurus","-104.570831","43.272221","US","Wyoming","Niobrara","based on nearby landmark","seconds","small collection","","vertebrate","4","4","4","J. Alroy","J. Alroy","J. Alroy","2010-12-09 15:15:25","2010-12-14 20:02:06"
"18701","spm","","486009","0","48626","USNM 7757","holotype","","","fibula","","1","table","","see also Galton 1974","Thescelosaurus neglectus","species","52897","70.6","66","Gilmore","1915","12059","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Thescelosaurus","-104.570831","43.272221","US","Wyoming","Niobrara","based on nearby landmark","seconds","small collection","","vertebrate","4","4","4","J. Alroy","J. Alroy","J. Alroy","2010-12-09 15:15:25","2010-12-14 20:02:06"
"18702","spm","","529358","30775","54081","AMNH 5031","","","","humerus","","1","table","","215 by 22 according to Gilmore 1915","Thescelosaurus neglectus","species","52897","72.1","66","Galton","1974","12623","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Thescelosaurus","-105.977776","47.682777","US","Montana","McCone","estimated from map","seconds","small collection","near head of Rock Creek, 25 mi SE of Lismas","vertebrate","4","4","4","J. Alroy","J. Alroy","J. Alroy","2010-12-09 15:17:20","2010-12-14 19:59:16"
"18703","spm","","529358","30775","54081","AMNH 5031","","","","tibia","","1","table","","no minimum width","Thescelosaurus neglectus","species","52897","72.1","66","Galton","1974","12623","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Thescelosaurus","-105.977776","47.682777","US","Montana","McCone","estimated from map","seconds","small collection","near head of Rock Creek, 25 mi SE of Lismas","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-09 15:17:20","2010-12-08 22:17:20"
"18704","spm","","529357","30776","54080","AMNH 5034","","","","humerus","","1","table","","","Thescelosaurus neglectus","species","52897","70.6","66","Galton","1974","12623","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Thescelosaurus","-106.277779","47.812222","US","Montana","","estimated from map","seconds","small collection","Sandy/Sand Arroyo, 20 mi SE of Lismas","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-09 15:19:19","2010-12-08 22:19:19"
"18705","spm","","529357","30776","54080","AMNH 5034","","","","ulna","","1","table","","no minimum width","Thescelosaurus neglectus","species","52897","70.6","66","Galton","1974","12623","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Thescelosaurus","-106.277779","47.812222","US","Montana","","estimated from map","seconds","small collection","Sandy/Sand Arroyo, 20 mi SE of Lismas","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-09 15:19:19","2010-12-08 22:19:19"
"18706","spm","","529357","30776","54080","AMNH 5034","","","","radius","","1","table","","","Thescelosaurus neglectus","species","52897","70.6","66","Galton","1974","12623","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Thescelosaurus","-106.277779","47.812222","US","Montana","","estimated from map","seconds","small collection","Sandy/Sand Arroyo, 20 mi SE of Lismas","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-09 15:19:19","2010-12-08 22:19:19"
"18718","spm","","367440","0","34747","PU 18133","","","","femur","","1","table","","","Leptoceratops gracilis","species","52827","72.1","66","Ostrom","1978","9234","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Leptoceratopsidae","Leptoceratops","-108.873199","44.949902","US","Wyoming","Park","stated in text","4","small collection","near middle of SE 1/4, NW 1/4, SW 1/4, sec. 1, T57N, R100W, Park Co., Wyoming. Approx. 13.7 km (8.4 mi.) NW of ""Dumbbell Hill"" and nearly 23 km (14 mi.) NW of Powell.","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-09 15:35:54","2010-12-08 22:35:54"
"18719","spm","","367440","0","34747","PU 18133","","","","tibia","","1","table","","","Leptoceratops gracilis","species","52827","72.1","66","Ostrom","1978","9234","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Leptoceratopsidae","Leptoceratops","-108.873199","44.949902","US","Wyoming","Park","stated in text","4","small collection","near middle of SE 1/4, NW 1/4, SW 1/4, sec. 1, T57N, R100W, Park Co., Wyoming. Approx. 13.7 km (8.4 mi.) NW of ""Dumbbell Hill"" and nearly 23 km (14 mi.) NW of Powell.","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-09 15:35:54","2010-12-08 22:35:54"
"18729","spm","","534238","33694","55266","Amer. Mus. No. 5464","holotype","","","femur","","1","table","","","Montanoceratops cerorhynchus","species","52829","70.6","66","Brown and Schlaikjer","1942","14769","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Leptoceratopsidae","Montanoceratops","-112.735832","48.858055","US","Montana","Glacier","based on nearby landmark","seconds","small collection","3 mi W of Buffalo Lake, MT, 45 mi W of Sweet Grass, on Blackfeet Indian Reservation","vertebrate","4","4","4","J. Alroy","J. Alroy","J. Alroy","2010-12-09 15:39:25","2010-12-14 18:55:04"
"18730","spm","","534238","33694","55266","Amer. Mus. No. 5464","holotype","","","tibia","","1","table","","","Montanoceratops cerorhynchus","species","52829","70.6","66","Brown and Schlaikjer","1942","14769","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Leptoceratopsidae","Montanoceratops","-112.735832","48.858055","US","Montana","Glacier","based on nearby landmark","seconds","small collection","3 mi W of Buffalo Lake, MT, 45 mi W of Sweet Grass, on Blackfeet Indian Reservation","vertebrate","4","4","4","J. Alroy","J. Alroy","J. Alroy","2010-12-09 15:39:25","2010-12-14 18:55:04"
"18731","spm","","534238","33694","55266","Amer. Mus. No. 5464","holotype","","","fibula","","1","table","","","Montanoceratops cerorhynchus","species","52829","70.6","66","Brown and Schlaikjer","1942","14769","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Leptoceratopsidae","Montanoceratops","-112.735832","48.858055","US","Montana","Glacier","based on nearby landmark","seconds","small collection","3 mi W of Buffalo Lake, MT, 45 mi W of Sweet Grass, on Blackfeet Indian Reservation","vertebrate","4","4","4","J. Alroy","J. Alroy","J. Alroy","2010-12-09 15:39:25","2010-12-14 18:55:04"
"18740","spm","","408082","0","28366","USNM 4934","holotype","","right","scapula","","1","table","","","Stegosaurus stenops","species","56491","155.7","145","Galton","1982","12769","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Stegosauridae","Stegosaurus","-105.224701","38.539501","US","Colorado","Fremont","stated in text","4","small collection","11 km N of Cañon City, Colorado. NE 1/4 of SE 1/4 of sec. 28, T17S, R70W. S end of Garden Park. Site above a cliff on N side of arroyo feeding into Four Mile (= Oil) Creek (main drainage for Garden Park).","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-09 19:51:33","2010-12-09 02:51:33"
"18741","spm","","408082","0","28366","USNM 4934","holotype","","both","humerus","","1","table","","mean of left and right","Stegosaurus stenops","species","56491","155.7","145","Galton","1982","12769","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Stegosauridae","Stegosaurus","-105.224701","38.539501","US","Colorado","Fremont","stated in text","4","small collection","11 km N of Cañon City, Colorado. NE 1/4 of SE 1/4 of sec. 28, T17S, R70W. S end of Garden Park. Site above a cliff on N side of arroyo feeding into Four Mile (= Oil) Creek (main drainage for Garden Park).","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-09 19:51:33","2010-12-09 02:51:33"
"18742","spm","","408082","0","28366","USNM 4934","holotype","","right","ulna","","1","table","","","Stegosaurus stenops","species","56491","155.7","145","Galton","1982","12769","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Stegosauridae","Stegosaurus","-105.224701","38.539501","US","Colorado","Fremont","stated in text","4","small collection","11 km N of Cañon City, Colorado. NE 1/4 of SE 1/4 of sec. 28, T17S, R70W. S end of Garden Park. Site above a cliff on N side of arroyo feeding into Four Mile (= Oil) Creek (main drainage for Garden Park).","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-09 19:51:33","2010-12-09 02:51:33"
"18743","spm","","408082","0","28366","USNM 4934","holotype","","right","radius","","1","table","","","Stegosaurus stenops","species","56491","155.7","145","Galton","1982","12769","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Stegosauridae","Stegosaurus","-105.224701","38.539501","US","Colorado","Fremont","stated in text","4","small collection","11 km N of Cañon City, Colorado. NE 1/4 of SE 1/4 of sec. 28, T17S, R70W. S end of Garden Park. Site above a cliff on N side of arroyo feeding into Four Mile (= Oil) Creek (main drainage for Garden Park).","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-09 19:51:33","2010-12-09 02:51:33"
"18744","spm","","408082","0","28366","USNM 4934","holotype","","right","femur","","1","table","","","Stegosaurus stenops","species","56491","155.7","145","Galton","1982","12769","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Stegosauridae","Stegosaurus","-105.224701","38.539501","US","Colorado","Fremont","stated in text","4","small collection","11 km N of Cañon City, Colorado. NE 1/4 of SE 1/4 of sec. 28, T17S, R70W. S end of Garden Park. Site above a cliff on N side of arroyo feeding into Four Mile (= Oil) Creek (main drainage for Garden Park).","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-09 19:51:33","2010-12-09 02:51:33"
"18745","spm","","408082","0","28366","USNM 4934","holotype","","right","tibia","","1","table","","","Stegosaurus stenops","species","56491","155.7","145","Galton","1982","12769","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Stegosauridae","Stegosaurus","-105.224701","38.539501","US","Colorado","Fremont","stated in text","4","small collection","11 km N of Cañon City, Colorado. NE 1/4 of SE 1/4 of sec. 28, T17S, R70W. S end of Garden Park. Site above a cliff on N side of arroyo feeding into Four Mile (= Oil) Creek (main drainage for Garden Park).","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-09 19:51:33","2010-12-09 02:51:33"
"18746","spm","","408082","0","28366","USNM 4934","holotype","","right","fibula","","1","table","","","Stegosaurus stenops","species","56491","155.7","145","Galton","1982","12769","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Stegosauridae","Stegosaurus","-105.224701","38.539501","US","Colorado","Fremont","stated in text","4","small collection","11 km N of Cañon City, Colorado. NE 1/4 of SE 1/4 of sec. 28, T17S, R70W. S end of Garden Park. Site above a cliff on N side of arroyo feeding into Four Mile (= Oil) Creek (main drainage for Garden Park).","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-09 19:51:33","2010-12-09 02:51:33"
"18747","spm","","408082","0","28366","USNM 4929","","","left","scapula","","1","table","","","Stegosaurus stenops","species","56491","155.7","145","Galton","1982","12769","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Stegosauridae","Stegosaurus","-105.224701","38.539501","US","Colorado","Fremont","stated in text","4","small collection","11 km N of Cañon City, Colorado. NE 1/4 of SE 1/4 of sec. 28, T17S, R70W. S end of Garden Park. Site above a cliff on N side of arroyo feeding into Four Mile (= Oil) Creek (main drainage for Garden Park).","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-09 19:51:33","2010-12-09 02:51:33"
"18748","spm","","408082","0","28366","USNM 4929","","","both","humerus","","1","table","","mean of left and right","Stegosaurus stenops","species","56491","155.7","145","Galton","1982","12769","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Stegosauridae","Stegosaurus","-105.224701","38.539501","US","Colorado","Fremont","stated in text","4","small collection","11 km N of Cañon City, Colorado. NE 1/4 of SE 1/4 of sec. 28, T17S, R70W. S end of Garden Park. Site above a cliff on N side of arroyo feeding into Four Mile (= Oil) Creek (main drainage for Garden Park).","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-09 19:51:33","2010-12-09 02:51:33"
"18750","spm","","248075","19747","14437","ANSP 15800","holotype","","","scapula","","1","table","","","Avaceratops lammersi","species","55539","83.5","70.6","Dodson","1986","25472","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Avaceratops","-109.900002","46.200001","US","Montana","Wheatland","based on political unit","1","small collection","on Careless Creek Ranch (owned by Lammers family), near Shawmut, Wheatland Co., about 150 km NW of Billings and 160 km S of Leidy-Cope localities on Missouri R.","taphonomy,vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-09 20:39:51","2010-12-09 03:39:51"
"18751","spm","","248075","19747","14437","ANSP 15800","holotype","","","coracoid","","1","table","","","Avaceratops lammersi","species","55539","83.5","70.6","Dodson","1986","25472","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Avaceratops","-109.900002","46.200001","US","Montana","Wheatland","based on political unit","1","small collection","on Careless Creek Ranch (owned by Lammers family), near Shawmut, Wheatland Co., about 150 km NW of Billings and 160 km S of Leidy-Cope localities on Missouri R.","taphonomy,vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-09 20:39:51","2010-12-09 03:39:51"
