"specimen_no","record_type","flags","occurrence_no","reid_no","collection_no","specimen_id","is_type","specelt_no","specimen_side","specimen_part","specimen_sex","n_measured","measurement_source","magnification","comments","accepted_name","accepted_rank","accepted_no","max_ma","min_ma","ref_author","ref_pubyr","reference_no","phylum","class","order","family","genus","lng","lat","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments","research_group","authorizer_no","enterer_no","modifier_no","authorizer","enterer","modifier","created","modified"
"80738","spm","","586532","0","61843","FIP001","holotype","","left","femur","","1","table","","","Bambiraptor feinbergi","species","82048","83.6","72.1","Burnham et al.","2000","15024","Chordata","Saurischia","Avetheropoda","Dromaeosauridae","Bambiraptor","-112.276108","47.990002","US","Montana","","based on nearby landmark","seconds","outcrop","approx. 13 km W of Bynum, MT","vertebrate","4","508","0","J. Alroy","A. Garcia Selles","","2012-08-02 10:40:48","2012-08-01 19:40:48"
"80739","spm","","586532","0","61843","FIP001","holotype","","left","tibia","","1","table","","","Bambiraptor feinbergi","species","82048","83.6","72.1","Burnham et al.","2000","15024","Chordata","Saurischia","Avetheropoda","Dromaeosauridae","Bambiraptor","-112.276108","47.990002","US","Montana","","based on nearby landmark","seconds","outcrop","approx. 13 km W of Bynum, MT","vertebrate","4","508","0","J. Alroy","A. Garcia Selles","","2012-08-02 10:40:48","2012-08-01 19:40:48"
"80740","spm","","586532","0","61843","FIP 002-136","paratype","","","femur","","1","table","","","Bambiraptor feinbergi","species","82048","83.6","72.1","Burnham et al.","2000","15024","Chordata","Saurischia","Avetheropoda","Dromaeosauridae","Bambiraptor","-112.276108","47.990002","US","Montana","","based on nearby landmark","seconds","outcrop","approx. 13 km W of Bynum, MT","vertebrate","4","508","508","J. Alroy","A. Garcia Selles","A. Garcia Selles","2012-08-02 10:40:48","2012-08-01 19:43:15"
"80741","spm","","586532","0","61843","FIP 002-136","paratype","","","humerus","","1","table","","","Bambiraptor feinbergi","species","82048","83.6","72.1","Burnham et al.","2000","15024","Chordata","Saurischia","Avetheropoda","Dromaeosauridae","Bambiraptor","-112.276108","47.990002","US","Montana","","based on nearby landmark","seconds","outcrop","approx. 13 km W of Bynum, MT","vertebrate","4","508","508","J. Alroy","A. Garcia Selles","A. Garcia Selles","2012-08-02 10:40:48","2012-08-01 19:43:21"
"80742","spm","","586532","0","61843","FIP 002-136","paratype","","","tibia","","1","table","","","Bambiraptor feinbergi","species","82048","83.6","72.1","Burnham et al.","2000","15024","Chordata","Saurischia","Avetheropoda","Dromaeosauridae","Bambiraptor","-112.276108","47.990002","US","Montana","","based on nearby landmark","seconds","outcrop","approx. 13 km W of Bynum, MT","vertebrate","4","508","508","J. Alroy","A. Garcia Selles","A. Garcia Selles","2012-08-02 10:40:48","2012-08-01 19:43:26"
"80791","spm","","248061","0","14437","MOR 666","","","","tibia","","1","table","","","Saurornitholestes langstoni","species","54556","83.5","70.6","Christiansen","1999","34423","Chordata","Saurischia","Avetheropoda","Dromaeosauridae","Saurornitholestes","-109.900002","46.200001","US","Montana","Wheatland","based on political unit","1","small collection","on Careless Creek Ranch (owned by Lammers family), near Shawmut, Wheatland Co., about 150 km NW of Billings and 160 km S of Leidy-Cope localities on Missouri R.","taphonomy,vertebrate","4","508","0","J. Alroy","A. Garcia Selles","","2012-08-02 11:25:57","2012-08-01 20:25:57"
"80792","spm","","248061","0","14437","MOR 666","","","","fibula","","1","table","","","Saurornitholestes langstoni","species","54556","83.5","70.6","Christiansen","1999","34423","Chordata","Saurischia","Avetheropoda","Dromaeosauridae","Saurornitholestes","-109.900002","46.200001","US","Montana","Wheatland","based on political unit","1","small collection","on Careless Creek Ranch (owned by Lammers family), near Shawmut, Wheatland Co., about 150 km NW of Billings and 160 km S of Leidy-Cope localities on Missouri R.","taphonomy,vertebrate","4","508","0","J. Alroy","A. Garcia Selles","","2012-08-02 11:25:57","2012-08-01 20:25:57"
"80816","spm","","284147","0","27017","CEU 184v.260","paratype","","","tibia","","1","","","","Utahraptor ostrommaysi","species","66450","129.4","125","Kirkland et al.","1993","7471","Chordata","Saurischia","Avetheropoda","Dromaeosauridae","Utahraptor","-109.567902","38.826099","US","Utah","Grand","estimated from map","4","small collection","Galton Quarry, just N of Arches National Park, Utah. Located west of Yellow Cat road, NE 1/4, SE 1/4, NE 1/4, SW 1/4, section 35, T22S, R21E on the Molle Hogans.","vertebrate","4","508","0","J. Alroy","A. Garcia Selles","","2012-08-02 12:44:59","2012-08-01 21:44:59"
"80817","spm","","284613","0","27025","BYU 15465","","","","femur","","1","","","","Utahraptor ostrommaysi","species","66450","139.8","132.9","Erickson et al.","2009","31351","Chordata","Saurischia","Avetheropoda","Dromaeosauridae","Utahraptor","-109.691666","38.718056","US","Utah","Grand","estimated from map","seconds","outcrop","3.22 km N of Arches National Park boundary, 1.2 km E of Dalton Well, S of US 60 in section 22, T24S, R20E, Grand Co., SE Utah","vertebrate","4","508","0","J. Alroy","A. Garcia Selles","","2012-08-02 12:45:55","2012-08-01 21:45:55"
"80840","spm","","1066333","0","131870","UMNH VP 19479","holotype","","","ulna","","1","","","","Talos sampsoni","species","243379","83.5","70.6","Zanno et al.","2011","42510","Chordata","Saurischia","Avetheropoda","Troodontidae","Talos","-111.862358","37.647072","US","Utah","Garfield","based on nearby landmark","6","small collection","Based on Google Earth landmark for The Blues, Grand Staircase-Escalante National Monument. Located in low hills W of overlook at 20.5 mi. E of Tropic on SR 12.","vertebrate","4","508","0","J. Alroy","A. Garcia Selles","","2012-08-02 13:12:25","2012-08-01 22:12:25"
"83024","spm","","513264","0","51919","DMNH 40932","holotype","","left","scapula","","1","table","","","Venenosaurus dicrocei","species","66516","129.4","122.46","Tidwell et al.","2001","13848","Chordata","Saurischia","NO_ORDER_SPECIFIED","Brachiosauridae","Venenosaurus","-109.470901","38.829300","US","Utah","Grand","estimated from map","4","small collection","N of Arches NP and Moab","vertebrate","4","508","0","J. Alroy","A. Garcia Selles","","2012-08-10 12:50:15","2012-08-09 21:50:15"
"83025","spm","","513264","0","51919","DMNH 40932","holotype","","","radius","","1","table","","","Venenosaurus dicrocei","species","66516","129.4","122.46","Tidwell et al.","2001","13848","Chordata","Saurischia","NO_ORDER_SPECIFIED","Brachiosauridae","Venenosaurus","-109.470901","38.829300","US","Utah","Grand","estimated from map","4","small collection","N of Arches NP and Moab","vertebrate","4","508","0","J. Alroy","A. Garcia Selles","","2012-08-10 12:50:15","2012-08-09 21:50:15"
"83026","spm","","513264","0","51919","DMNH 40932","holotype","","","ulna","","1","table","","","Venenosaurus dicrocei","species","66516","129.4","122.46","Tidwell et al.","2001","13848","Chordata","Saurischia","NO_ORDER_SPECIFIED","Brachiosauridae","Venenosaurus","-109.470901","38.829300","US","Utah","Grand","estimated from map","4","small collection","N of Arches NP and Moab","vertebrate","4","508","0","J. Alroy","A. Garcia Selles","","2012-08-10 12:50:15","2012-08-09 21:50:15"
"83456","spm","","465134","34161","45975","BYU 5500","holotype","","","scapulocoracoid","","1","text","1","","Supersaurus vivianae","species","56455","155.7","145","Jensen","1985","12262","Chordata","Saurischia","NO_ORDER_SPECIFIED","Diplodocidae","Supersaurus","-108.397202","38.583099","US","Colorado","Montrose","stated in text","4","outcrop","E 1/2, NW corner, Sec 23, T50N, R14W, Montrose Co., Colorado; also listed as ""Mesa County, 35 miles west of Delta, Colorado"" (ref 12262). Quarry on E rim of canyon of the E fork of Escalante Creek, on W slope of Dry Mesa, in the SE corner of Mesa Co.","vertebrate","4","508","14","J. Alroy","A. Garcia Selles","M. Carrano","2012-08-13 11:17:12","2021-04-08 10:31:48"
"83457","spm","","465134","34161","45975","BYU 5501","some paratypes","","","scapulocoracoid","","1","text","","","Supersaurus vivianae","species","56455","155.7","145","Jensen","1985","12262","Chordata","Saurischia","NO_ORDER_SPECIFIED","Diplodocidae","Supersaurus","-108.397202","38.583099","US","Colorado","Montrose","stated in text","4","outcrop","E 1/2, NW corner, Sec 23, T50N, R14W, Montrose Co., Colorado; also listed as ""Mesa County, 35 miles west of Delta, Colorado"" (ref 12262). Quarry on E rim of canyon of the E fork of Escalante Creek, on W slope of Dry Mesa, in the SE corner of Mesa Co.","vertebrate","4","508","0","J. Alroy","A. Garcia Selles","","2012-08-13 11:17:12","2012-08-12 20:17:12"
"83458","spm","","465133","12062","45975","BYU 5001","some paratypes","","","scapulocoracoid","","1","text","","","Supersaurus vivianae","species","56455","155.7","145","Jensen","1985","12262","Chordata","Saurischia","NO_ORDER_SPECIFIED","Diplodocidae","Supersaurus","-108.397202","38.583099","US","Colorado","Montrose","stated in text","4","outcrop","E 1/2, NW corner, Sec 23, T50N, R14W, Montrose Co., Colorado; also listed as ""Mesa County, 35 miles west of Delta, Colorado"" (ref 12262). Quarry on E rim of canyon of the E fork of Escalante Creek, on W slope of Dry Mesa, in the SE corner of Mesa Co.","vertebrate","4","508","0","J. Alroy","A. Garcia Selles","","2012-08-13 11:17:56","2012-08-12 20:17:56"
"83546","spm","","405116","19032","38866","ANS 21122","holotype","","right","scapula","","1","text","","","Amphicoelias emilieae","species","57364","155.7","150.8","Harris","2007","42597","Chordata","Saurischia","NO_ORDER_SPECIFIED","Dicraeosauridae","Suuwassea","-108.750000","45.250000","US","Montana","Carbon","estimated from map","minutes","small collection","locality information protected, described only as ""southern Carbon County"". Estimated here based on Morrison outcrop map for this area.","vertebrate","4","508","0","J. Alroy","A. Garcia Selles","","2012-08-13 15:39:08","2012-08-13 00:39:08"
"83547","spm","","405116","19032","38866","ANS 21122","holotype","","right","coracoid","","1","text","","","Amphicoelias emilieae","species","57364","155.7","150.8","Harris","2007","42597","Chordata","Saurischia","NO_ORDER_SPECIFIED","Dicraeosauridae","Suuwassea","-108.750000","45.250000","US","Montana","Carbon","estimated from map","minutes","small collection","locality information protected, described only as ""southern Carbon County"". Estimated here based on Morrison outcrop map for this area.","vertebrate","4","508","0","J. Alroy","A. Garcia Selles","","2012-08-13 15:39:08","2012-08-13 00:39:08"
"83662","spm","","408085","0","28366","CM 572","holotype","","","femur","","1","table","","","Haplocanthosaurus priscus","species","57370","155.7","145","McIntosh and Williams","1988","13877","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Haplocanthosaurus","-105.224701","38.539501","US","Colorado","Fremont","stated in text","4","small collection","11 km N of Cañon City, Colorado. NE 1/4 of SE 1/4 of sec. 28, T17S, R70W. S end of Garden Park. Site above a cliff on N side of arroyo feeding into Four Mile (= Oil) Creek (main drainage for Garden Park).","vertebrate","4","508","0","J. Alroy","A. Garcia Selles","","2012-08-14 11:46:21","2012-08-13 20:46:21"
"83663","spm","","408085","0","28366","CM 572","holotype","","","tibia","","1","table","","","Haplocanthosaurus priscus","species","57370","155.7","145","McIntosh and Williams","1988","13877","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Haplocanthosaurus","-105.224701","38.539501","US","Colorado","Fremont","stated in text","4","small collection","11 km N of Cañon City, Colorado. NE 1/4 of SE 1/4 of sec. 28, T17S, R70W. S end of Garden Park. Site above a cliff on N side of arroyo feeding into Four Mile (= Oil) Creek (main drainage for Garden Park).","vertebrate","4","508","0","J. Alroy","A. Garcia Selles","","2012-08-14 11:46:21","2012-08-13 20:46:21"
"83664","spm","","481951","34163","48155","","holotype","","","femur","","1","table","","","Haplocanthosaurus delfsi","species","66582","157.3","152.1","McIntosh and Williams","1988","13877","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Haplocanthosaurus","-105.220200","38.533501","US","Colorado","Fremont","estimated from map","4","small collection","cliff next to Oil (= Fourmile) Creek, Garden Park, N of Cañon City, Fremont Co., CO.","vertebrate","4","508","0","J. Alroy","A. Garcia Selles","","2012-08-14 11:46:50","2012-08-13 20:46:50"
"83665","spm","","481951","34163","48155","","holotype","","","tibia","","1","table","","","Haplocanthosaurus delfsi","species","66582","157.3","152.1","McIntosh and Williams","1988","13877","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Haplocanthosaurus","-105.220200","38.533501","US","Colorado","Fremont","estimated from map","4","small collection","cliff next to Oil (= Fourmile) Creek, Garden Park, N of Cañon City, Fremont Co., CO.","vertebrate","4","508","0","J. Alroy","A. Garcia Selles","","2012-08-14 11:46:50","2012-08-13 20:46:50"
"83666","spm","","408913","0","13341","YPM 1860","holotype","","","femur","","1","table","","","Apatosaurus ajax","species","52958","157.3","145","Marsh","1877","7811","Chordata","Saurischia","NO_ORDER_SPECIFIED","Diplodocidae","Apatosaurus","-105.187332","39.653423","US","Colorado","Jefferson","estimated from map","6","small collection","sec. 35, T4S, R70W, Morrison, Colorado; along Dinosaur Ridge","vertebrate","4","508","0","J. Alroy","A. Garcia Selles","","2012-08-14 11:58:10","2012-08-13 20:58:10"
"83667","spm","","408913","0","13341","YPM 1860","holotype","","","tibia","","1","table","","","Apatosaurus ajax","species","52958","157.3","145","Marsh","1877","7811","Chordata","Saurischia","NO_ORDER_SPECIFIED","Diplodocidae","Apatosaurus","-105.187332","39.653423","US","Colorado","Jefferson","estimated from map","6","small collection","sec. 35, T4S, R70W, Morrison, Colorado; along Dinosaur Ridge","vertebrate","4","508","0","J. Alroy","A. Garcia Selles","","2012-08-14 11:58:10","2012-08-13 20:58:10"
"83668","spm","","491455","0","49631","SDSM 25210","","","","femur","","1","","","","Barosaurus lentus","species","54166","157.3","145","Marsh","1890","12250","Chordata","Saurischia","NO_ORDER_SPECIFIED","Diplodocidae","Barosaurus","-103.344597","44.184399","US","South Dakota","Meade","estimated from map","4","small collection","S of Piedmont, about 18 km N of Rapid City","vertebrate","4","508","0","J. Alroy","A. Garcia Selles","","2012-08-14 12:01:22","2012-08-13 21:01:22"
"83669","spm","","491455","0","49631","SDSM 25210","","","","tibia","","1","","","","Barosaurus lentus","species","54166","157.3","145","Marsh","1890","12250","Chordata","Saurischia","NO_ORDER_SPECIFIED","Diplodocidae","Barosaurus","-103.344597","44.184399","US","South Dakota","Meade","estimated from map","4","small collection","S of Piedmont, about 18 km N of Rapid City","vertebrate","4","508","0","J. Alroy","A. Garcia Selles","","2012-08-14 12:01:22","2012-08-13 21:01:22"
"83670","spm","","516483","13279","28366","","holotype","","","femur","","1","","","","Brontosaurus yahnahpin","species","66834","155.7","145","Filla and Redman","1994","14073","Chordata","Saurischia","NO_ORDER_SPECIFIED","Diplodocidae","Brontosaurus","-105.224701","38.539501","US","Colorado","Fremont","stated in text","4","small collection","11 km N of Cañon City, Colorado. NE 1/4 of SE 1/4 of sec. 28, T17S, R70W. S end of Garden Park. Site above a cliff on N side of arroyo feeding into Four Mile (= Oil) Creek (main drainage for Garden Park).","vertebrate","4","508","0","J. Alroy","A. Garcia Selles","","2012-08-14 12:07:56","2012-08-13 21:07:56"
"83671","spm","","516483","13279","28366","","holotype","","","tibia","","1","","","","Brontosaurus yahnahpin","species","66834","155.7","145","Filla and Redman","1994","14073","Chordata","Saurischia","NO_ORDER_SPECIFIED","Diplodocidae","Brontosaurus","-105.224701","38.539501","US","Colorado","Fremont","stated in text","4","small collection","11 km N of Cañon City, Colorado. NE 1/4 of SE 1/4 of sec. 28, T17S, R70W. S end of Garden Park. Site above a cliff on N side of arroyo feeding into Four Mile (= Oil) Creek (main drainage for Garden Park).","vertebrate","4","508","0","J. Alroy","A. Garcia Selles","","2012-08-14 12:07:56","2012-08-13 21:07:56"
"83954","spm","","296444","0","28360","USNM 2364","holotype","","","scapula","","1","table","","","Dystrophaeus viaemalae","species","52875","161.2","155.7","Cope","1877","7794","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Dystrophaeus","-109.319168","38.122501","US","Utah","San Juan","based on nearby landmark","seconds","small collection","East Canyon, San Juan Co., southeastern UT. Approx. 8 mi. from CO border.\r\nCope, 1877: ""The locality is in the Painted Cañon, not far from the Sierra Abajo, in Southeastern Utah, near the Colorado boundary; latitude 38° 15', longitude 110°.""","vertebrate","4","508","0","J. Alroy","A. Garcia Selles","","2012-08-15 10:15:23","2012-08-14 19:15:23"
"83955","spm","","296444","0","28360","USNM 2364","holotype","","","? ulna","","1","table","","","Dystrophaeus viaemalae","species","52875","161.2","155.7","Cope","1877","7794","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Dystrophaeus","-109.319168","38.122501","US","Utah","San Juan","based on nearby landmark","seconds","small collection","East Canyon, San Juan Co., southeastern UT. Approx. 8 mi. from CO border.\r\nCope, 1877: ""The locality is in the Painted Cañon, not far from the Sierra Abajo, in Southeastern Utah, near the Colorado boundary; latitude 38° 15', longitude 110°.""","vertebrate","4","508","0","J. Alroy","A. Garcia Selles","","2012-08-15 10:15:57","2012-08-14 19:15:57"
"84413","spm","","782319","23367","84300","UMNH VP 16699","holotype","","","skull","","1","text","1","","Diabloceratops eatoni","species","170569","83.5","70.6","Kirkland and Deblieux","2010","33418","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Diabloceratops","-111.349167","37.178055","US","Utah","Kane","based on nearby landmark","6","small collection","near Last Chance Creek, on E side of Wahweap outcrop belt, Grand Staircase-Escalante National Monument; N flank of Reynolds Point, W of Smoky Mountain Rd, central Kaiparowits Plateau","vertebrate","4","508","14","J. Alroy","A. Garcia Selles","M. Carrano","2012-08-17 10:08:58","2021-01-25 13:21:00"
"84430","spm","","534253","0","55267","MOR 542","","","","skull","","1","table","","","Montanoceratops cerorhynchus","species","52829","70.6","66","Chinnery and Weishampel","1996","14743","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Leptoceratopsidae","Montanoceratops","-112.432220","48.699165","US","Montana","Glacier","based on nearby landmark","seconds","small collection","on property of the Hutterite Big Sky colony, Little Rocky Coulee, a few meters from the presumed type site","vertebrate","4","508","0","J. Alroy","A. Garcia Selles","","2012-08-17 10:48:42","2012-08-16 19:48:42"
"84431","spm","","534253","0","55267","MOR 542","","","","scapula","","1","table","","Width at mid-shaft,  transverse","Montanoceratops cerorhynchus","species","52829","70.6","66","Chinnery and Weishampel","1996","14743","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Leptoceratopsidae","Montanoceratops","-112.432220","48.699165","US","Montana","Glacier","based on nearby landmark","seconds","small collection","on property of the Hutterite Big Sky colony, Little Rocky Coulee, a few meters from the presumed type site","vertebrate","4","508","0","J. Alroy","A. Garcia Selles","","2012-08-17 10:48:42","2012-08-16 19:48:42"
"84432","spm","","534253","0","55267","MOR 542","","","","tibia","","1","table","","Width at mid-shaft,  transverse","Montanoceratops cerorhynchus","species","52829","70.6","66","Chinnery and Weishampel","1996","14743","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Leptoceratopsidae","Montanoceratops","-112.432220","48.699165","US","Montana","Glacier","based on nearby landmark","seconds","small collection","on property of the Hutterite Big Sky colony, Little Rocky Coulee, a few meters from the presumed type site","vertebrate","4","508","0","J. Alroy","A. Garcia Selles","","2012-08-17 10:48:42","2012-08-16 19:48:42"
"84433","spm","","534253","0","55267","MOR 542","","","","fibula","","1","table","","Width at mid-shaft,  transverse","Montanoceratops cerorhynchus","species","52829","70.6","66","Chinnery and Weishampel","1996","14743","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Leptoceratopsidae","Montanoceratops","-112.432220","48.699165","US","Montana","Glacier","based on nearby landmark","seconds","small collection","on property of the Hutterite Big Sky colony, Little Rocky Coulee, a few meters from the presumed type site","vertebrate","4","508","0","J. Alroy","A. Garcia Selles","","2012-08-17 10:48:42","2012-08-16 19:48:42"
"85591","spm","","812194","0","55334","CEUM 12360","holotype","","","skull","","1","text","","","Cedarpelta bilbeyhallorum","species","81294","122.46","109","Carpenter et al.","2001","17502","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ankylosauridae","Cedarpelta","-110.106003","39.179001","US","Utah","Carbon","based on nearby landmark","3","outcrop","site in Carbon Co. but est'd coordinates are in Emery Co., located SE of Wellington, UT. 24.5 km SE of Price.","vertebrate","4","508","0","J. Alroy","A. Garcia Selles","","2012-08-22 09:40:39","2012-08-21 18:40:39"
"85637","spm","","284148","12055","27017","CEUM 1307","holotype","","","skull","","1","table","","","Gastonia burgei","species","63701","129.4","125","Kirkland","1998","7504","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Polacanthidae","Gastonia","-109.567902","38.826099","US","Utah","Grand","estimated from map","4","small collection","Galton Quarry, just N of Arches National Park, Utah. Located west of Yellow Cat road, NE 1/4, SE 1/4, NE 1/4, SW 1/4, section 35, T22S, R21E on the Molle Hogans.","vertebrate","4","508","0","J. Alroy","A. Garcia Selles","","2012-08-22 12:36:30","2012-08-21 21:36:30"
"85638","spm","","284148","12055","27017","CEUM 1307","holotype","","right","femur","","1","table","","","Gastonia burgei","species","63701","129.4","125","Kirkland","1998","7504","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Polacanthidae","Gastonia","-109.567902","38.826099","US","Utah","Grand","estimated from map","4","small collection","Galton Quarry, just N of Arches National Park, Utah. Located west of Yellow Cat road, NE 1/4, SE 1/4, NE 1/4, SW 1/4, section 35, T22S, R21E on the Molle Hogans.","vertebrate","4","508","0","J. Alroy","A. Garcia Selles","","2012-08-22 12:36:30","2012-08-21 21:36:30"
"85639","spm","","284148","12055","27017","CEUM 1307","holotype","","right","tibia","","1","table","","","Gastonia burgei","species","63701","129.4","125","Kirkland","1998","7504","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Polacanthidae","Gastonia","-109.567902","38.826099","US","Utah","Grand","estimated from map","4","small collection","Galton Quarry, just N of Arches National Park, Utah. Located west of Yellow Cat road, NE 1/4, SE 1/4, NE 1/4, SW 1/4, section 35, T22S, R21E on the Molle Hogans.","vertebrate","4","508","0","J. Alroy","A. Garcia Selles","","2012-08-22 12:36:30","2012-08-21 21:36:30"
"85640","spm","","284148","12055","27017","CEUM 1307","holotype","","right","scapulocoracoid","","1","table","","","Gastonia burgei","species","63701","129.4","125","Kirkland","1998","7504","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Polacanthidae","Gastonia","-109.567902","38.826099","US","Utah","Grand","estimated from map","4","small collection","Galton Quarry, just N of Arches National Park, Utah. Located west of Yellow Cat road, NE 1/4, SE 1/4, NE 1/4, SW 1/4, section 35, T22S, R21E on the Molle Hogans.","vertebrate","4","508","0","J. Alroy","A. Garcia Selles","","2012-08-22 12:36:30","2012-08-21 21:36:30"
"85641","spm","","284148","12055","27017","CEUM 1307","holotype","","right","humerus","","1","table","","","Gastonia burgei","species","63701","129.4","125","Kirkland","1998","7504","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Polacanthidae","Gastonia","-109.567902","38.826099","US","Utah","Grand","estimated from map","4","small collection","Galton Quarry, just N of Arches National Park, Utah. Located west of Yellow Cat road, NE 1/4, SE 1/4, NE 1/4, SW 1/4, section 35, T22S, R21E on the Molle Hogans.","vertebrate","4","508","0","J. Alroy","A. Garcia Selles","","2012-08-22 12:36:30","2012-08-21 21:36:30"
"85642","spm","","284148","12055","27017","CEUM 1307","holotype","","right","ulna","","1","table","","","Gastonia burgei","species","63701","129.4","125","Kirkland","1998","7504","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Polacanthidae","Gastonia","-109.567902","38.826099","US","Utah","Grand","estimated from map","4","small collection","Galton Quarry, just N of Arches National Park, Utah. Located west of Yellow Cat road, NE 1/4, SE 1/4, NE 1/4, SW 1/4, section 35, T22S, R21E on the Molle Hogans.","vertebrate","4","508","0","J. Alroy","A. Garcia Selles","","2012-08-22 12:36:30","2012-08-21 21:36:30"
"85685","spm","","487789","0","49045","FHSM VP-13985","","","right","ulna","","1","text","","juvenile specimen","Niobrarasaurus coleii","species","65207","85.8","83.5","Everhart and Hamm","2005","13087","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Niobrarasaurus","-100.279900","38.680000","US","Kansas","Lane","estimated from map","4","small collection","extreme NE Lane Co.","vertebrate","4","508","0","J. Alroy","A. Garcia Selles","","2012-08-22 14:25:47","2012-08-21 23:25:47"
"85686","spm","","487789","0","49045","FHSM VP-13985","","","right","radius","","1","text","","juvenile specimen","Niobrarasaurus coleii","species","65207","85.8","83.5","Everhart and Hamm","2005","13087","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Niobrarasaurus","-100.279900","38.680000","US","Kansas","Lane","estimated from map","4","small collection","extreme NE Lane Co.","vertebrate","4","508","0","J. Alroy","A. Garcia Selles","","2012-08-22 14:25:47","2012-08-21 23:25:47"
"85687","spm","","487783","0","49040","FHSM VP-14855","holotype","","","ulna","","1","text","","","Niobrarasaurus coleii","species","65207","89.3","85.8","Everhart and Hamm","2005","13087","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Niobrarasaurus","-100.214104","38.748001","US","Kansas","Gove","stated in text","4","small collection","sec 16, T15S, R26W, Gove Co., in the watershed of an unnamed tributary of the Smoky Hill River; ca. 11 mi. S and a little E of Hackberry.","vertebrate","4","508","0","J. Alroy","A. Garcia Selles","","2012-08-22 14:26:36","2012-08-21 23:26:36"
"85688","spm","","487783","0","49040","FHSM VP-14855","holotype","","","radius","","1","text","","","Niobrarasaurus coleii","species","65207","89.3","85.8","Everhart and Hamm","2005","13087","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Niobrarasaurus","-100.214104","38.748001","US","Kansas","Gove","stated in text","4","small collection","sec 16, T15S, R26W, Gove Co., in the watershed of an unnamed tributary of the Smoky Hill River; ca. 11 mi. S and a little E of Hackberry.","vertebrate","4","508","0","J. Alroy","A. Garcia Selles","","2012-08-22 14:26:36","2012-08-21 23:26:36"
"85689","spm","","1014173","0","124206","USNM 540686","holotype","","","skull","","1","text","","hatchling specimen","Propanoplosaurus marylandicus","species","288408","125.45","122.46","Stanford et al.","2011","39855","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Nodosauridae","Propanoplosaurus","-76.983055","38.983334","US","Maryland","Prince Georges","estimated from map","seconds","small collection","Langley Park, NE of Washington, DC","vertebrate","4","508","0","J. Alroy","A. Garcia Selles","","2012-08-22 14:43:27","2012-08-21 23:43:27"
"85690","spm","","534790","21753","55334","CEUM 26331","holotype","","","skull","","1","text","","","Peloroplites cedrimontanus","species","147030","122.46","109","Carpenter et al.","2008","29935","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Nodosauridae","Peloroplites","-110.106003","39.179001","US","Utah","Carbon","based on nearby landmark","3","outcrop","site in Carbon Co. but est'd coordinates are in Emery Co., located SE of Wellington, UT. 24.5 km SE of Price.","vertebrate","4","508","0","J. Alroy","A. Garcia Selles","","2012-08-22 14:48:16","2012-08-21 23:48:16"
"85699","spm","","373398","13623","5195","SMU 73203","holotype","","","skull","","1","text","","","Pawpawsaurus campbelli","species","55999","105.3","99.6","Lee","1996","312","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Nodosauridae","Pawpawsaurus","-97.300003","32.866669","US","Texas","Tarrant","stated in text","minutes","outcrop","coordinates given by ref 7836 but are approximate","marine invertebrate,vertebrate","4","508","0","J. Alroy","A. Garcia Selles","","2012-08-22 15:07:50","2012-08-22 00:07:50"
"85702","spm","","367091","0","34726","UKMNH 10296","holotype","","","skull","","1","table","","","Silvisaurus condrayi","species","52791","113","100.5","Eaton","1960","9210","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Nodosauridae","Silvisaurus","-97.454498","39.198002","US","Kansas","Ottawa","stated in text","4","small collection","SW 1/4, section 8, T10S, R1W, on farm of Warren Condray, Ottawa Co., Kansas. 10 miles S of Miltonvale, KS.","vertebrate","4","508","0","J. Alroy","A. Garcia Selles","","2012-08-22 15:32:34","2012-08-22 00:32:34"
